NM_007294.4,NM_001407841.1,99.857,6995,0,3,94,7088,183,7167,0.0,12853
NM_007294.4,NM_001407841.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,XM_009432080.5,99.154,7089,47,3,1,7088,124,7200,0.0,12746
NM_007294.4,NM_001407697.1,100.000,6896,0,0,193,7088,872,7767,0.0,12735
NM_007294.4,NM_001407697.1,100.000,100,0,0,94,193,628,727,7.76e-41,185
NM_007294.4,NM_001407697.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407728.1,99.986,6900,0,1,190,7088,84,6983,0.0,12735
NM_007294.4,NM_001407728.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407730.1,100.000,6896,0,0,193,7088,306,7201,0.0,12735
NM_007294.4,NM_001407730.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407729.1,100.000,6896,0,0,193,7088,94,6989,0.0,12735
NM_007294.4,NM_001407729.1,100.000,95,0,0,1,95,1,95,4.67e-38,176
NM_007294.4,NM_001407725.1,100.000,6896,0,0,193,7088,312,7207,0.0,12735
NM_007294.4,NM_001407725.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,XM_054669711.2,99.111,7089,47,4,1,7088,124,7197,0.0,12728
NM_007294.4,XM_054669709.2,99.111,7089,47,4,1,7088,124,7197,0.0,12728
NM_007294.4,XM_054669710.2,99.111,7089,47,4,1,7088,39,7112,0.0,12728
NM_007294.4,NM_001407737.1,99.942,6900,0,2,190,7088,84,6980,0.0,12717
NM_007294.4,NM_001407737.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407745.1,99.942,6900,0,2,190,7088,84,6980,0.0,12717
NM_007294.4,NM_001407745.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407735.1,99.956,6896,0,1,193,7088,94,6986,0.0,12715
NM_007294.4,NM_001407735.1,100.000,95,0,0,1,95,1,95,4.67e-38,176
NM_007294.4,NM_001407739.1,99.956,6896,0,1,193,7088,312,7204,0.0,12715
NM_007294.4,NM_001407739.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,NM_001407743.1,99.956,6896,0,1,193,7088,94,6986,0.0,12715
NM_007294.4,NM_001407743.1,100.000,95,0,0,1,95,1,95,4.67e-38,176
NM_007294.4,NM_001407734.1,99.956,6896,0,1,193,7088,306,7198,0.0,12715
NM_007294.4,NM_001407734.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407752.1,99.956,6896,0,1,193,7088,306,7198,0.0,12715
NM_007294.4,NM_001407752.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407741.1,99.956,6896,0,1,193,7088,850,7742,0.0,12715
NM_007294.4,NM_001407741.1,100.000,100,0,0,94,193,628,727,7.76e-41,185
NM_007294.4,NM_001407741.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407748.1,99.956,6896,0,1,193,7088,306,7198,0.0,12715
NM_007294.4,NM_001407748.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407740.1,99.956,6896,0,1,193,7088,312,7204,0.0,12715
NM_007294.4,NM_001407740.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,XM_054669717.2,99.069,7089,47,5,1,7088,39,7109,0.0,12707
NM_007294.4,XM_054669714.2,99.069,7089,47,5,1,7088,39,7109,0.0,12707
NM_007294.4,XM_009432081.5,99.069,7089,47,4,1,7088,120,7190,0.0,12707
NM_007294.4,XM_024350087.3,99.069,7089,47,5,1,7088,124,7194,0.0,12707
NM_007294.4,NM_001407848.1,99.899,6900,0,3,190,7088,84,6977,0.0,12696
NM_007294.4,NM_001407848.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407850.1,99.913,6896,0,2,193,7088,306,7195,0.0,12696
NM_007294.4,NM_001407850.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407844.1,99.913,6896,0,2,193,7088,94,6983,0.0,12696
NM_007294.4,NM_001407844.1,100.000,95,0,0,1,95,1,95,4.67e-38,176
NM_007294.4,NM_001407839.1,99.899,6900,0,3,190,7088,84,6977,0.0,12696
NM_007294.4,NM_001407839.1,100.000,88,0,0,1,88,1,88,3.64e-34,163
NM_007294.4,NM_001407838.1,99.913,6896,0,2,193,7088,846,7735,0.0,12696
NM_007294.4,NM_001407838.1,100.000,100,0,0,94,193,628,727,7.76e-41,185
NM_007294.4,NM_001407838.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407847.1,99.913,6896,0,2,193,7088,312,7201,0.0,12696
NM_007294.4,NM_001407847.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,NM_001407846.1,99.913,6896,0,2,193,7088,332,7221,0.0,12696
NM_007294.4,NM_001407846.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407851.1,99.913,6896,0,2,193,7088,94,6983,0.0,12696
NM_007294.4,NM_001407851.1,100.000,95,0,0,1,95,1,95,4.67e-38,176
NM_007294.4,XM_054669712.2,99.027,7089,47,5,1,7088,120,7187,0.0,12689
NM_007294.4,XM_009432084.5,99.027,7089,47,5,1,7088,43,7110,0.0,12689
NM_007294.4,XM_054669719.2,99.027,7089,47,6,1,7088,39,7106,0.0,12689
NM_007294.4,XM_054669708.2,99.027,7089,47,5,1,7088,120,7187,0.0,12689
NM_007294.4,XM_054669716.2,98.984,7089,47,6,1,7088,43,7107,0.0,12669
NM_007294.4,XM_054669715.2,98.984,7089,47,6,1,7088,120,7184,0.0,12669
NM_007294.4,XM_054669713.2,98.984,7089,47,6,1,7088,43,7107,0.0,12669
NM_007294.4,XM_031011552.3,98.887,7101,59,11,1,7088,154,7247,0.0,12658
NM_007294.4,XM_054669718.2,98.942,7089,47,7,1,7088,43,7104,0.0,12650
NM_007294.4,NM_001407726.1,99.985,6847,1,0,242,7088,301,7147,0.0,12639
NM_007294.4,NM_001407726.1,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,XM_031011555.3,98.845,7101,59,12,1,7088,154,7244,0.0,12637
NM_007294.4,XM_055388012.2,98.845,7101,59,12,1,7088,121,7211,0.0,12637
NM_007294.4,XM_031011556.3,98.845,7101,59,12,1,7088,154,7244,0.0,12637
NM_007294.4,NM_001407692.1,100.000,6841,0,0,248,7088,95,6935,0.0,12634
NM_007294.4,NM_001407692.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407731.1,100.000,6841,0,0,248,7088,358,7198,0.0,12634
NM_007294.4,NM_001407731.1,97.571,247,0,1,1,247,1,241,7.03e-111,418
NM_007294.4,NM_001407694.1,100.000,6841,0,0,248,7088,364,7204,0.0,12634
NM_007294.4,NM_001407694.1,100.000,247,0,0,1,247,1,247,1.49e-122,457
NM_007294.4,NM_007297.4,100.000,6841,0,0,248,7088,188,7028,0.0,12634
NM_007294.4,NM_007297.4,96.891,193,0,1,1,193,1,187,7.33e-81,318
NM_007294.4,NM_001407695.1,99.985,6844,1,0,245,7088,359,7202,0.0,12634
NM_007294.4,NM_001407695.1,97.581,248,0,1,1,248,1,242,1.95e-111,420
NM_007294.4,NM_001407696.1,100.000,6841,0,0,248,7088,509,7349,0.0,12634
NM_007294.4,NM_001407696.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,NM_001407696.1,100.000,55,0,0,193,247,338,392,8.04e-16,102
NM_007294.4,NM_001407698.1,100.000,6841,0,0,248,7088,194,7034,0.0,12634
NM_007294.4,NM_001407698.1,100.000,193,0,0,1,193,1,193,1.55e-92,357
NM_007294.4,NM_001407724.1,100.000,6841,0,0,248,7088,898,7738,0.0,12634
NM_007294.4,NM_001407724.1,100.000,154,0,0,94,247,628,781,7.44e-71,285
NM_007294.4,NM_001407724.1,100.000,94,0,0,1,94,1,94,1.68e-37,174
NM_007294.4,NM_001407727.1,100.000,6841,0,0,248,7088,536,7376,0.0,12634
NM_007294.4,NM_001407727.1,100.000,154,0,0,94,247,266,419,7.44e-71,285
NM_007294.4,NM_001407727.1,100.000,94,0,0,1,94,1,94,1.68e-37,174


